text,intent
pila akong utang nakakainit sa ulo!!!,check_bill
metro issues.,broken_meter
yawa nanimaho sa mapulo!,contaminated_water
aha makapalit ug pagkaon!,unrelated_general
paderahan ang tubig sa capitan angel!,emergency_shutoff
bayad sa tubig sa barangay 10!,check_bill
lubog ang tubig dali?,contaminated_water
asa ang opisina sa sumpong yawa...,payment_inquiry
bayad sa online sa barangay 9?,payment_inquiry
tabang tan-aw sa balance sa zamboanguita,check_bill
tulo sa linya sa cabangahan nakakainit sa ulo...,report_leak
buslot ang tubo nakakainit sa ulo...,report_leak
naay iro nga libod suroy sa can-ayan?,unrelated_general
yawa traffic kaayo sa kulaman.,unrelated_road
guba ang metro.,broken_meter
uga ang gripo sa bangcud?,no_supply
nag-agas ang tubig tabang,report_leak
aha ilabay ang basura palihug!,unrelated_garbage
way signal dali!!!,unrelated_internet
metro sa tubig guba sa kulaman?,broken_meter
palihug bag-ong connection sa barangay 2?,request_maintenance
asa ang opisina intawon?,payment_inquiry
intawon pila ang bayranon sa manalog!!!,check_bill
asa ang opisina sa poblacion,payment_inquiry
gikawat ang metro karon dayon?,broken_meter
wala gikuha ang basura sa barangay 3 yawa!,unrelated_garbage
paderahan ang tubig karon dayon!,emergency_shutoff
nakakainit sa ulo maintenance request sa casisang!,request_maintenance
lubog ang tubig...,contaminated_water
nag-agas ang tubig sa aglayan,report_leak
pila akong utang sa san jose.,check_bill
nakakainit sa ulo wala nagsiga ang street light sa barangay 7...,unrelated_road
pait ang tubig sa barangay 1.,low_pressure
sayop ang bill yawa!!!,bill_dispute
palihug hugaw ang tubig sa barangay 1.,contaminated_water
hello sa mapulo...,greeting
nanimaho sa miglamin palihug!,contaminated_water
way pressure sa busdi!,low_pressure
unsaon pagbayad.,payment_inquiry
asa pwede mubayad tabang!!!,payment_inquiry
hinay ang internet sa magsaysay!!!,unrelated_internet
paayo sa kalsada?,unrelated_road
emergency shutoff sa st. peter...,emergency_shutoff
sayop ang bill!,bill_dispute
message sa support sa barangay 11,reach_admin
way signal sa sumpong.,unrelated_internet
wala gikuha ang basura sa sinanglanan karon dayon?,unrelated_garbage
kanus-a mubalik ang kuryente...,unrelated_electricity
yawa wala nagsiga ang street light.,unrelated_road
baha na sa balay?,emergency_shutoff
overcharge sa mapayag?,bill_dispute
pagkuha sa basura intawon!!!,unrelated_garbage
makaistorya sa admin,reach_admin
sir karon dayon!!!,greeting
asa pwede mubayad sa san jose!!!,payment_inquiry
pila ang bayranon sa laguitas yawa,check_bill
yawa emergency stop.,emergency_shutoff
naay iro nga libod suroy dali!,unrelated_general
guba ang metro dali.,broken_meter
message sa support?,reach_admin
pa-check sa linya.,request_maintenance
nakakainit sa ulo way pressure sa barangay 4,low_pressure
nanimaho sa barangay 1?,contaminated_water
dawaton ba ang gcash yawa...,payment_inquiry
baha na sa balay!,emergency_shutoff
paderahan ang tubig sa kulaman nakakainit sa ulo...,emergency_shutoff
gusto ko mokaon sa mapulo,unrelated_general
hinay ang agas sa bangcud.,low_pressure
pait ang tubig dali!,low_pressure
guba ang poste sa casisang yawa!,unrelated_electricity
maintenance request sa silae palihug!,request_maintenance
bayad sa tubig sa barangay 11!!!,check_bill
nganong way tubig sa san jose dali!,no_supply
aha ilabay ang basura sa casisang!!!,unrelated_garbage
kanus-a mubalik ang kuryente sa san jose,unrelated_electricity
tabang way pressure!,low_pressure
sayop ang reading sa barangay 6...,bill_dispute
dili mutuyok ang metro sa barangay 3!,broken_meter
palihug nganong way tubig...,no_supply
dawaton ba ang gcash sa silae!!!,payment_inquiry
yawa tan-aw sa balance sa barangay 1.,check_bill
buslot ang tubo sa aglayan palihug.,report_leak
assistance please.,reach_admin
palihug dili kasaka sa taas!,low_pressure
karon dayon pa-check sa linya sa silae...,request_maintenance
guba ang globe?,unrelated_internet
maintenance request?,request_maintenance
metro sa tubig guba sa st. peter!,broken_meter
intawon baha na sa balay sa kulaman...,emergency_shutoff
kanus-a mubalik ang kuryente sa barangay 11...,unrelated_electricity
karon dayon way pressure!!!,low_pressure
gikawat ang metro sa barangay 4 yawa...,broken_meter
hugaw ang tubig sa miglamin nakakainit sa ulo,contaminated_water
tabang uga ang gripo!,no_supply
pila ang bayranon...,check_bill
way pressure sa barangay 10 karon dayon...,low_pressure
overcharge...,bill_dispute
karon dayon wala gikuha ang basura!!!,unrelated_garbage
dawaton ba ang gcash sa manalog.,payment_inquiry
nganong dako akong bill sa barangay 11 intawon?,bill_dispute
yawa pakistorya sa staff sa barangay 9,reach_admin
nag-agas ang tubig sa capitan angel yawa,report_leak
guba ang kalsada sa sumpong intawon,unrelated_road
maayong adlaw sa barangay 8!,greeting
paayo sa kalsada sa sumpong yawa?,unrelated_road
asa ang opisina sa kibalabag!!!,payment_inquiry
overcharge sa laguitas dali!,bill_dispute
palihug assistance please,reach_admin
pa-ayo,request_maintenance
kumusta sa linabo?,greeting
nawad-an mig tubig.,no_supply
maayong adlaw sa cabangahan?,greeting
gusto ko mokaon sa san jose.,unrelated_general
guba ang metro sa sumpong!!!,broken_meter
reklamo sa bill,bill_dispute
aha ang ospital?,unrelated_general
dako nga libaong sa mapulo,unrelated_road
aha ang ospital?,unrelated_general
bayad sa online sa mapayag?,payment_inquiry
isirado ang valve sa sinalac?,emergency_shutoff
metro sa tubig guba sa zamboanguita palihug...,broken_meter
aha ilabay ang basura sa silae intawon?,unrelated_garbage
pula ang tubig sa aglayan!,contaminated_water
guba ang globe nakakainit sa ulo,unrelated_internet
hello!!!,greeting
hinay ang agas,low_pressure
hinay ang agas sa kulaman palihug!,low_pressure
aha makapalit ug pagkaon sa barangay 11 nakakainit sa ulo!!!,unrelated_general
nanimaho sa sumpong nakakainit sa ulo,contaminated_water
saba kaayo ang silingan,unrelated_general
karon dayon hugaw ang tubig,contaminated_water
dali guba ang tubo sa barangay 7!,report_leak
saba kaayo ang silingan sa barangay 5...,unrelated_general
paayo sa kalsada sa capitan angel?,unrelated_road
nag-agas ang tubig sa sinalac.,report_leak
hugaw ang tubig sa can-ayan.,contaminated_water
dali putol ang tubig sa aglayan!!!,no_supply
tabang makaistorya sa admin sa casisang!!!,reach_admin
hinay ang internet sa barangay 1...,unrelated_internet
karon dayon message sa support!,reach_admin
naay iro nga libod suroy karon dayon,unrelated_general
gusto ko mokaon?,unrelated_general
hello sa magsaysay,greeting
karon dayon hinay ang agas!!!,low_pressure
hinay connection sa busdi.,unrelated_internet
reklamo sa bill!,bill_dispute
dali naay leak sa casisang...,report_leak
bayad sa tubig sa st. peter?,check_bill
nawad-an mig tubig...,no_supply
nganong dako akong bill sa sumpong...,bill_dispute
metro sa tubig guba...,broken_meter
baho ang basura sa silae palihug!,unrelated_garbage
sir!,greeting
magpataod ug tubig intawon...,request_maintenance
dali pagkuha sa basura,unrelated_garbage
pila akong bill!,check_bill
palihug baho ang basura sa capitan angel...,unrelated_garbage
nawad-an mig tubig sa san jose intawon...,no_supply
assistance please dali!!!,reach_admin
guba ang poste?,unrelated_electricity
nakakainit sa ulo pila ang bayranon!,check_bill
maayong adlaw...,greeting
kanus-a mubalik ang kuryente sa barangay 9!,unrelated_electricity
nakakainit sa ulo guba ang metro sa zamboanguita,broken_meter
tabang palihug sa managok...,reach_admin
emergency shutoff sa kibalabag.,emergency_shutoff
palihug dawaton ba ang gcash sa zamboanguita!,payment_inquiry
intawon way signal sa laguitas?,unrelated_internet
magpataod ug tubig sa cabangahan tabang!,request_maintenance
maayong adlaw sa barangay 4,greeting
sayop ang reading nakakainit sa ulo.,bill_dispute
tabang way kuryente sa zamboanguita?,unrelated_electricity
guba ang poste sa laguitas.,unrelated_electricity
tulo sa linya?,report_leak
way signal karon dayon...,unrelated_internet
kumusta sa zamboanguita...,greeting
wala gikuha ang basura sa can-ayan tabang!,unrelated_garbage
unsaon pagbayad sa maligaya karon dayon.,payment_inquiry
buslot ang tubo karon dayon.,report_leak
naay leak sa capitan angel!!!,report_leak
way wifi?,unrelated_internet
dali kanus-a mubalik ang kuryente sa san jose.,unrelated_electricity
tabang pakistorya sa staff sa kulaman?,reach_admin
dako nga libaong sa barangay 1!!!,unrelated_road
hi sa sinalac!,greeting
bayad sa online!,payment_inquiry
lubog ang tubig!!!,contaminated_water
brownout dire sa barangay 2 karon dayon...,unrelated_electricity
nakakainit sa ulo message sa support?,reach_admin
tabang baho ang basura...,unrelated_garbage
intawon pila ang bayranon sa capitan angel?,check_bill
palihug nganong dako akong bill,bill_dispute
emergency stop sa busdi,emergency_shutoff
lapok ang tubig,contaminated_water
overcharge intawon,bill_dispute
guba ang globe sa barangay 4!,unrelated_internet
yawa metro sa tubig guba sa barangay 3?,broken_meter
hinay kaayo ang tubig sa mapayag yawa!,low_pressure
pait ang tubig...,low_pressure
sayop ang bill...,bill_dispute
asa pwede mubayad sa mapulo!!!,payment_inquiry
nganong dako akong bill karon dayon!,bill_dispute
saba kaayo ang silingan sa st. peter,unrelated_general
tabang naay iro nga libod suroy sa kulaman,unrelated_general
palihug baho ang basura,unrelated_garbage
guba ang poste sa capitan angel.,unrelated_electricity
dili kasaka sa taas?,low_pressure
palihug sayop ang reading sa kulaman?,bill_dispute
dili mutuyok ang metro sa mapulo?,broken_meter
tabang kumusta sa kulaman.,greeting
baho ang basura sa busdi...,unrelated_garbage
message sa support!,reach_admin
karon dayon paayo sa kalsada...,unrelated_road
yawa hugaw ang tubig.,contaminated_water
lapok ang tubig?,contaminated_water
bayad sa online sa can-ayan?,payment_inquiry
putol kuryente sa barangay 1!,unrelated_electricity
aha ilabay ang basura sa managok tabang.,unrelated_garbage
magpataod ug tubig sa caburacanan palihug...,request_maintenance
emergency shutoff!!!,emergency_shutoff
dili mutuyok ang metro sa barangay 9.,broken_meter
nakakainit sa ulo sir sa linabo!!!,greeting
pa-ayo sa barangay 7...,request_maintenance
intawon maayong adlaw.,greeting
aha ang ospital sa zamboanguita!!!,unrelated_general
assistance please...,reach_admin
wala nagsiga ang street light sa managok?,unrelated_road
baho ang basura sa barangay 4?,unrelated_garbage
lubog ang tubig sa casisang palihug,contaminated_water
pa-ayo sa capitan angel palihug.,request_maintenance
gikawat ang metro.,broken_meter
emergency shutoff sa capitan angel!,emergency_shutoff
maayong buntag,greeting
paayo sa kalsada sa barangay 7?,unrelated_road
gusto ko mokaon dali,unrelated_general
guba ang globe sa laguitas...,unrelated_internet
tabang guba ang tubo,report_leak
tabang pa-check sa linya sa poblacion!!!,request_maintenance
traffic kaayo sa barangay 8 yawa.,unrelated_road
reklamo sa bill sa zamboanguita!!!,bill_dispute
pila ang bayranon.,check_bill
magpataod ug tubig dali...,request_maintenance
guba ang kalsada sa aglayan nakakainit sa ulo...,unrelated_road
tulo sa linya sa laguitas palihug.,report_leak
nanimaho...,contaminated_water
guba ang tubo sa manalog yawa...,report_leak
hinay ang internet sa miglamin,unrelated_internet
dili mutuyok ang metro...,broken_meter
intawon wala nagsiga ang street light sa bangcud?,unrelated_road
emergency stop sa aglayan dali!!!,emergency_shutoff
lubog ang tubig sa barangay 1...,contaminated_water
metro issues sa barangay 5,broken_meter
aha makapalit ug pagkaon sa can-ayan!,unrelated_general
hinay kaayo ang tubig palihug,low_pressure
hi sa sinalac dali,greeting
hugaw ang tubig intawon,contaminated_water
aha makapalit ug pagkaon.,unrelated_general
dili kasaka sa taas?,low_pressure
sayop ang reading sa barangay 1.,bill_dispute
karon dayon reklamo sa bill sa st. peter?,bill_dispute
way wifi sa busdi tabang!!!,unrelated_internet
traffic kaayo,unrelated_road
baha na sa balay sa capitan angel intawon...,emergency_shutoff
guba ang globe!!!,unrelated_internet
baho ang basura sa busdi!,unrelated_garbage
makaistorya sa admin sa zamboanguita...,reach_admin
gikawat ang metro sa manalog karon dayon?,broken_meter
overcharge sa miglamin!,bill_dispute
baha na sa balay sa capitan angel!,emergency_shutoff
gikawat ang metro sa aglayan yawa!!!,broken_meter
intawon guba ang poste sa barangay 11.,unrelated_electricity
way tubig sa barangay 5.,no_supply
nakakainit sa ulo assistance please.,reach_admin
nawala ang internet sa indalasa intawon.,unrelated_internet
maayong buntag sa managok...,greeting
saba kaayo ang silingan!,unrelated_general
intawon hi,greeting
way kuryente palihug,unrelated_electricity
message sa support sa magsaysay,reach_admin
maintenance request sa barangay 4!!!,request_maintenance
wala nagsiga ang street light sa barangay 10...,unrelated_road
tabang guba ang kalsada.,unrelated_road
kanus-a mubalik ang kuryente...,unrelated_electricity
guba ang kalsada sa indalasa...,unrelated_road
yawa nganong dako akong bill.,bill_dispute
pa-ayo karon dayon.,request_maintenance
nakakainit sa ulo guba ang metro...,broken_meter
reklamo sa bill sa bangcud intawon.,bill_dispute
intawon tan-aw sa balance sa can-ayan,check_bill
intawon pagkuha sa basura sa silae,unrelated_garbage
paderahan ang tubig sa manalog tabang,emergency_shutoff
karon dayon pila akong bill.,check_bill
dili kasaka sa taas sa barangay 1...,low_pressure
intawon naay iro nga libod suroy.,unrelated_general
way pressure sa linabo nakakainit sa ulo,low_pressure
baho ang basura karon dayon...,unrelated_garbage
intawon metro issues sa barangay 10.,broken_meter
tabang palihug sa zamboanguita!!!,reach_admin
pakistorya sa staff sa cabangahan?,reach_admin
tulo sa linya dali...,report_leak
intawon way kuryente...,unrelated_electricity
nakakainit sa ulo guba ang poste sa aglayan!,unrelated_electricity
metro sa tubig guba sa zamboanguita.,broken_meter
tabang kumusta!!!,greeting
way wifi sa barangay 10!,unrelated_internet
way kuryente sa casisang.,unrelated_electricity
makaistorya sa admin sa casisang?,reach_admin
way signal,unrelated_internet
maayong buntag...,greeting
tan-aw sa balance sa silae.,check_bill
reklamo sa bill sa managok!!!,bill_dispute
traffic kaayo...,unrelated_road
dawaton ba ang gcash,payment_inquiry
saba kaayo ang silingan.,unrelated_general
way signal sa mapayag,unrelated_internet
hinay ang internet sa barangay 3.,unrelated_internet
aha ilabay ang basura sa indalasa...,unrelated_garbage
naay iro nga libod suroy sa sumpong,unrelated_general
guba ang kalsada sa cabangahan dali...,unrelated_road
asa pwede mubayad,payment_inquiry
kanus-a mubalik ang kuryente sa barangay 11 intawon.,unrelated_electricity
unsaon pagbayad sa bangcud!!!,payment_inquiry
tabang palihug sa managok karon dayon.,reach_admin
nakakainit sa ulo tabang palihug sa casisang.,reach_admin
bayad sa online sa st. peter palihug.,payment_inquiry
pila akong bill yawa!!!,check_bill
karon dayon nanimaho?,contaminated_water
way pressure sa barangay 11?,low_pressure
gikawat ang metro sa manalog tabang.,broken_meter
nakakainit sa ulo emergency shutoff sa laguitas!,emergency_shutoff
guba ang kalsada yawa...,unrelated_road
pait ang tubig sa casisang?,low_pressure
hinay connection.,unrelated_internet
assistance please sa barangay 5...,reach_admin
intawon pakistorya sa staff.,reach_admin
nagbuswak sa linabo.,report_leak
dawaton ba ang gcash.,payment_inquiry
hinay ang agas sa kulaman yawa...,low_pressure
nawala ang internet!,unrelated_internet
karon dayon nanimaho sa mapayag,contaminated_water
aha ilabay ang basura sa sinanglanan?,unrelated_garbage
sayop ang bill sa silae,bill_dispute
intawon uga ang gripo sa can-ayan!,no_supply
isirado ang valve sa casisang nakakainit sa ulo!,emergency_shutoff
reklamo sa bill sa capitan angel!,bill_dispute
kanus-a mubalik ang kuryente sa san jose.,unrelated_electricity
nakakainit sa ulo pila akong bill sa barangay 4...,check_bill
dili mutuyok ang metro?,broken_meter
sayop ang reading yawa?,bill_dispute
pila akong bill intawon!!!,check_bill
dili kasaka sa taas sa poblacion palihug?,low_pressure
putol ang tubig nakakainit sa ulo...,no_supply
pila akong utang?,check_bill
pait ang tubig!,low_pressure
intawon pakistorya sa staff?,reach_admin
nag-agas ang tubig?,report_leak
palihug hinay ang internet?,unrelated_internet
